"id","OUTLET_NAME","address","STREET_STATE","STREET_PCODE","STREET_SUBURB","OPEN_HOUR","CLOSE_HOUR","WEEKENDS","EVENINGS","dementia","reable","respite","terminal","mental_health","WEBSITE","MAIN_EMAIL","MAIN_PHONE","PUB_HOLIDAYS","lat","lng"
3553,"St Vincents Care Services Eastern Melbourne Home Care","Level 3, 478 ALBERT Street, EAST MELBOURNE, 3002, VIC","VIC",3002,"EAST MELBOURNE","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","http://svcs.org.au","svcs.info@svha.org.au","+611800778767","TRUE",-37.8091723,144.9746504
3555,"UPA Home Care North Coast","103 MAIN Street, ALSTONVILLE, 2477, NSW","NSW",2477,"ALSTONVILLE","07:00","19:00","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","http://www.upa.org.au","homecare@northcoast.upa.org.au","+610755248303","TRUE",-28.8426107,153.4415826
3557,"Gapuwiyak Aged and Disability Service","90 Bambinamarri Street, GAPUWIYAK, 880, NT","NT",880,"GAPUWIYAK",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","stacey.eley@eastarnhem.nt.gov.au","+610889703333","TRUE",-12.5032,135.8057
3560,"Midjum Cottage","3 PAULSGROVE Street, GWYNNEVILLE, 2500, NSW","NSW",2500,"GWYNNEVILLE",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","","+610428920255","TRUE",-34.4095992,150.8794956
3561,"Absolute Home Care","49 Phillip Avenue, CANBERRA, 2602, ACT","ACT",2602,"CANBERRA","06:00","20:00","TRUE","TRUE","dementia","FALSE","respite","FALSE","FALSE","https://https://absolutehomecare.com.au","rebeccab@absolutehomecare.com.au","+610261128886","TRUE",-35.2406097,149.149971
3562,"Kalwun Aged Care Project","118 Bonogin Road, BONOGIN, 4213, QLD","QLD",4213,"BONOGIN",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.kalwun.com.au","rbryan@kalwun.com.au","+610755229197","TRUE",-28.1152796,153.3658477
3563,"Home Nursing Group Pty Ltd Port Macquarie","53 Lord Street, PORT MACQUARIE, 2444, NSW","NSW",2444,"PORT MACQUARIE","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.homenursinggroup.com.au","referrals@homenursinggroup.com.au","+611300698693","TRUE",-31.4355613,152.9172361
3566,"UPA Sydney North Community Care Packages","1614 Pacific Highway, WAHROONGA, 2076, NSW","NSW",2076,"WAHROONGA","07:00","19:00","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","http://www.upa.org.au","homecare@upa.org.au","+610281979306","TRUE",-33.7203653,151.1166424
3568,"Country Health Connect Ceduna District Community Health Service","3 EYRE Highway, CEDUNA, 5690, SA","SA",5690,"CEDUNA","08:30","17:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://www.countryhealthconnect.sa.gov.au","rebecca.kavanagh@sa.gov.au","+610886262110","TRUE",-32.1190507,133.672222
3570,"Rose Aged Care Service Pty Ltd","4/12-14 CAMPBELL Street, BLACKTOWN, 2148, NSW","NSW",2148,"BLACKTOWN","07:00","20:30","TRUE","TRUE","dementia","FALSE","FALSE","FALSE","mental","http://roseagedcareservice.com.au","roseagecare@outlook.com","+610286071435","TRUE",-33.7711345,150.9097814
3581,"Australian Unity Home Care Service Aboriginal Home Care Bourke","18 MITCHELL Street, BOURKE, 2840, NSW","NSW",2840,"BOURKE","06:00","20:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","https://www.australianunity.com.au/home-services/","customercare@australianunity.com.au","+611300160170","TRUE",-30.088805,145.9342224
3582,"Finke Home Care","Corner of Bagot Street and South Terrace, THE GAP, 870, NT","NT",870,"THE GAP",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","www.macdonnell.nt.gov.au","homecare@macdonnell.nt.gov.au","+610889589600","TRUE",-23.7074647,133.8795381
3584,"The Abbey","695 Jamberoo Mountain Road, JAMBEROO, 2533, NSW","NSW",2533,"JAMBEROO",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","","","TRUE",-34.6705701,150.7352223
3587,"Australian Unity Home Care Service Inverell","15 OLIVER Street, INVERELL, 2360, NSW","NSW",2360,"INVERELL","06:00","20:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/home-services/","customercare@australianunity.com.au","+611300160170","TRUE",-29.7733687,151.114795
3588,"Cessnock Home Care and Support Services","2 MOUNT VIEW Road, CESSNOCK, 2325, NSW","NSW",2325,"CESSNOCK",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","sheree.conway@nccca.com.au","+610249933111","TRUE",-32.8888177,151.2558423
3589,"LiveBetter Community Services Broken Hill","72-74 GYPSUM Street, BROKEN HILL, 2880, NSW","NSW",2880,"BROKEN HILL","05:00","20:30","TRUE","TRUE","dementia","reablement","FALSE","FALSE","FALSE","http://www.livebetter.org.au","info@livebetter.org.au","+610880829000","TRUE",-31.9680128,141.4466822
3593,"Goodooga Health Service","49 HAMMOND Street, GOODOOGA, 2838, NSW","NSW",2838,"GOODOOGA",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.wnswlhd.health.nsw.gov.au","wnswlhd-chsp@health.nsw.gov.au","+610268296311","TRUE",-29.1109125,147.4556674
3598,"Centacare Beaudesert","6-12 Petersen Street, BEAUDESERT, 4285, QLD","QLD",4285,"BEAUDESERT","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","","","","TRUE",-27.974198,152.9898279
3599,"The Salvation Army Adult Services Community Aged Care Program Northern Office","Level 1, 81 Victoria Crescent, ABBOTSFORD, 3067, VIC","VIC",3067,"ABBOTSFORD","08:00","16:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://salvos.org.au/homecarepackages/","cacp.adultservices@aus.salvationarmy.org","+610394175977","TRUE",-37.8059796,144.9982634
3600,"Right at Home Southern ","94 MORGAN Street, WAGGA WAGGA, 2650, NSW","NSW",2650,"WAGGA WAGGA","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.rightathome.com.au/snsw","bronwyn.c@rightathome.com.au","+610259632600","TRUE",-35.1161863,147.3679664
3602,"Flexi Care Inc Home Care Packages","16 DIVIDEND Street, MANSFIELD, 4122, QLD","QLD",4122,"MANSFIELD",NaN,NaN,"TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.flexicareinc.org.au","info@flexicareinc.org.au","+610734228400","TRUE",-27.531822,153.103402
3604,"Belconnen Community Service Inc","26 CHANDLER Street, BELCONNEN, 2617, ACT","ACT",2617,"BELCONNEN","07:00","20:30","TRUE","TRUE","FALSE","reablement","FALSE","FALSE","FALSE","www.bcsact.com.au","jenelle.tinham@bcsact.com.au","+610262640200","TRUE",-35.2389303,149.069655
3606,"Z Australian Unity Home Services Central Coast ","2 Pheasant Avenue, BATEAU BAY, 2261, NSW","NSW",2261,"BATEAU BAY",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","customercare@australianunity.com.au","+611300160170","TRUE",-33.374136,151.4808764
3607,"The District Nurses","2 BIRDWOOD Avenue, MOONAH, 7009, TAS","TAS",7009,"MOONAH","07:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://thedistrictnurses.org.au/","ceo@thedistrictnurses.org.au","+610362080500","TRUE",-42.8425146,147.2928294
3611,"Care Forward North","403 WEST TAMAR Road, RIVERSIDE, 7250, TAS","TAS",7250,"RIVERSIDE","08:30","16:30","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","http://www.careforward.com.au","northreferral@careforward.com.au","+611300364876","TRUE",-41.4069198,147.0928534
3612,"ARC Community Care","65 AMY Road, NEWSTEAD, 7250, TAS","TAS",7250,"NEWSTEAD","05:00","20:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.arcss.com.au","arcadmin@stgiles.org.au","+610363457398","TRUE",-41.4520489,147.1587931
3629,"BaptistCare Murrumbidgee","13 RAILWAY Street, WAGGA WAGGA, 2650, NSW","NSW",2650,"WAGGA WAGGA","06:30","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","https://youchoose.org.au","customerengagement@baptistcare.org.au","+611300275227","TRUE",-35.1215762,147.3760962
3634,"Wesley Mission Victoria Northern Region","41 HUDSON Street, COBURG, 3058, VIC","VIC",3058,"COBURG","07:00","20:30","TRUE","TRUE","dementia","reablement","FALSE","FALSE","mental","http://wesley.org.au/aged-care","agedcare@wesley.org.au","+61139375","TRUE",-37.7415946,144.9619365
3640,"Merri Health Home Care Packages In Good Hands","5D Cromwell Street, GLENROY, 3046, VIC","VIC",3046,"GLENROY","09:00","17:00","TRUE","TRUE","dementia","reablement","respite","FALSE","mental","","service.access@merrihealth.org.au","+610393889933","TRUE",-37.7040405,144.9216562
3641,"Anthem Hornsby","228-234 PACIFIC Highway, HORNSBY, 2077, NSW","NSW",2077,"HORNSBY",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","https://www.anthemcare.com.au","info@anthemcare.com.au","+6148628500","TRUE",-33.7057007,151.0994203
3647,"Ampilatwatja","Ampilatwatja Community, AMPILATWATJA, 872, NT","NT",872,"AMPILATWATJA",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","ruby.koolmatrie@barkly.nt.gov.au","+610889569229","TRUE",-21.657898,135.224694
3648,"Southern Cross Home Care North ","196-244 Low Head Road, LOW HEAD, 7253, TAS","TAS",7253,"LOW HEAD","07:00","19:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","communitycaresn.admin@scctas.org.au","+610363824907","TRUE",-41.0781665,146.8073179
3649,"Laramba Aged and Disability Services","75 Ayerrer Street, LARAMBA COMMUNITY, 872, NT","NT",872,"LARAMBA COMMUNITY",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://centraldesert.nt.gov.au/","agedcare.alicesprings@centraldesert.nt.gov.au","+610889589500","TRUE",-22.5328097,132.7557341
3650,"Tend Care Pty Ltd","44 Lakeview Drive, SCORESBY, 3179, VIC","VIC",3179,"SCORESBY","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://tend.care","mnous@tendaustralia.com","+611800836322","TRUE",-37.9140897,145.2197921
3655,"Community Options Inc","Level 2, 1 Franklin Street, GRIFFITH, 2603, ACT","ACT",2603,"GRIFFITH",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.communityoptions.com.au","admin@communityoptions.com.au","+610262958800","TRUE",-35.3202247,149.134602
3662,"Wagga Wagga Meals on Wheels","1 RURAL Place, WAGGA WAGGA, 2650, NSW","NSW",2650,"WAGGA WAGGA",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","waggamealsonwheels.com","waggamow@bigpond.com","+610269212205","TRUE",-35.1079745,147.3717688
3676,"HCA Home No hidden costs","312 Street Kilda Road, MELBOURNE, 3004, VIC","VIC",3004,"MELBOURNE","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.hcahome.com.au","aged@hcahome.com.au","+611300422111","TRUE",-37.8291118,144.9706058
3679,"Western District Health Service Home Care Packages","14 TYERS Street, HAMILTON, 3300, VIC","VIC",3300,"HAMILTON",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.wdhs.net","homecarepackages@wdhs.net","+610355518189","TRUE",-37.736199,142.030905
3680,"Country Health Connect Southern Fleurieu Community Health Service","1 Harbour View Terrace, VICTOR HARBOUR, 5211, SA","SA",5211,"VICTOR HARBOUR","08:30","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://www.countryhealthconnect.sa.gov.au","health.chsasfhsreferrals@health.sa.gov.au","+610885520600","TRUE",-35.5651315,138.6104466
3683,"ECH Home Services West ","358-364 FINDON Road, KIDMAN PARK, 5025, SA","SA",5025,"KIDMAN PARK","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","http://www.ech.asn.au","ask@ech.asn.au","+611300275324","TRUE",-34.9103924,138.5325774
3688,"CIMAS Nursing Service","18 England Street, EAST IPSWICH, 4305, QLD","QLD",4305,"EAST IPSWICH","07:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.cimas.net.au","llewis@cimas.net.au","+6138127283","TRUE",-27.6078427,152.7712692
3689,"Zion Gympie","8 OCONNELL Street, GYMPIE, 4570, QLD","QLD",4570,"GYMPIE","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://lccqld.org.au","yvonne.oliver@lccqld.org.au","+610754828349","TRUE",-26.1891614,152.6637356
3692,"KNC St Ives","Mona Vale Road, Street IVES, 2075, NSW","NSW",2075,"ST IVES","08:30","17:00","TRUE","TRUE","FALSE","reablement","FALSE","FALSE","FALSE","http://www.knc.org.au","info@knc.org.au","+610299884966","TRUE",-33.7257855,151.1679817
3693,"Elderly Australian Chinese Homes CoOp","35A MURRAY Street, CROYDON, 2132, NSW","NSW",2132,"CROYDON",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","zoeleung@each.org.au","+610414447381","TRUE",-33.8833747,151.1093724
3695,"Excelcare Australia Rockhampton","153 Fitzroy Street, ROCKHAMPTON, 4700, QLD","QLD",4700,"ROCKHAMPTON",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.excelcare.com.au","intake@excelcare.com.au","+611300952273","TRUE",-23.3836893,150.5012432
3697,"Goodwin Home Care Packages Southern Highlands","138 MONARO Street, QUEANBEYAN, 2620, NSW","NSW",2620,"QUEANBEYAN",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.goodwin.org.au","community@goodwin.org.au","+610261755650","TRUE",-35.3530706,149.2357092
3699,"Star Community Services LTD","Level 1, 152 Shore Street, CLEVELAND, 4163, QLD","QLD",4163,"CLEVELAND","06:30","20:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.starcommunityservices.org.au","referrals@starct.org.au","+610738216699","TRUE",-27.5243743,153.2685793
3701,"Freedom Aged Care Rochedale","24-30 Sunningdale Avenue, ROCHEDALE SOUTH, 4123, QLD","QLD",4123,"ROCHEDALE SOUTH","05:00","20:30","TRUE","TRUE","dementia","reablement","FALSE","terminal","FALSE","","fhcs@aveo.com.au","+610459896855","TRUE",-27.5977741,153.1242812
3704,"Ikuntji Home Care","Haasts Bluff Community, HACKETT, 2602, ACT","ACT",2602,"HACKETT",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","www.macdonnell.nt.gov.au","homecare@macdonnell.nt.gov.au","+610889589600","TRUE",-23.447,131.882
3712,"Acacia Living Group South East Home Care","82 OAKMONT Avenue, MEADOW SPRINGS, 6210, WA","WA",6210,"MEADOW SPRINGS","07:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.acacialiving.com.au","southeasthomecare@acacialiving.com.au","+610895350230","TRUE",-32.501391,115.743834
3720,"Staffing OptionS for Community Services North Coast","71 SUGAR Road, MAROOCHYDORE, 4558, QLD","QLD",4558,"MAROOCHYDORE","05:00","20:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://staffingoptions.com","agedcare@staffingoptions.com.au","+610732541000","TRUE",-26.6673412,153.093806
3723,"EACH Macleay Valley","10 SHORT Street, PORT MACQUARIE, 2444, NSW","NSW",2444,"PORT MACQUARIE","06:00","20:30","TRUE","TRUE","dementia","reablement","FALSE","FALSE","mental","http://www.each.com.au","toni.haywood@each.com.au","+610265887300","TRUE",-31.4301247,152.9071694
3726,"Wynyard Care Centre","Quiggin Street, WYNYARD, 7325, TAS","TAS",7325,"WYNYARD","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.synovumcare.com.au","wynyard@synovumcare.com.au","+610364421760","TRUE",-40.9922967,145.7326685
3728,"Australian Unity Home Care Service Hay","398 Moore Street, HAY, 2711, NSW","NSW",2711,"HAY","06:00","20:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/home-services/","customercare@australianunity.com.au","+611300160170","TRUE",-34.5079871,144.8445706
3730,"Wesley Mission Queensland Pine Rivers","930 Gympie Road, CHERMSIDE, 4032, QLD","QLD",4032,"CHERMSIDE","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://www.wmq.org.au/services/care-in-your-home-and-community","contactus@wmq.org.au","+611800448448","TRUE",-27.381979,153.0276822
3733,"Mallacoota District Health and Support Service Inc ","Mattsson Street, MALLACOOTA, 3892, VIC","VIC",3892,"MALLACOOTA","08:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","anne.mwagiru@mdhss.org.au","+610351580243","TRUE",-37.5587439,149.7507681
3736,"Home Instead Senior Care Newcastle","19-21 BROKEN BAY Road, ETTALONG BEACH, 2257, NSW","NSW",2257,"ETTALONG BEACH","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","http://newcastle.homeinstead.com.au/","gosford@hiscgosford.com.au","+610243423477","TRUE",-33.5139497,151.3341807
3740,"Bethanie Community Care South West","86 BLAIR Street, BUNBURY, 6230, WA","WA",6230,"BUNBURY","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","http://www.bethanie.com.au","info@bethanie.com.au","+61131151","TRUE",-33.3295264,115.6412106
3745,"Community First HCP Albany","63 SERPENTINE Road, ALBANY, 6330, WA","WA",6330,"ALBANY","08:00","19:00","TRUE","TRUE","dementia","reablement","respite","FALSE","mental","","laurae@cfi.net.au","+610898926612","TRUE",-35.0223927,117.8841352
3749,"Suncare Community Services Hervey Bay","10 LIUZZI Street, PIALBA, 4655, QLD","QLD",4655,"PIALBA","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","FALSE","mental","http://www.suncare.org.au","info@suncare.org.au","+611800786227","TRUE",-25.2848879,152.8338432
3750,"Mackay Yamadi Lera Yumi Meta Assoc Inc","46 Macalister Street, MACKAY, 4740, QLD","QLD",4740,"MACKAY",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","coordinator@yamadi.org.au","+610749578121","TRUE",-21.142216,149.1827917
3754,"Newlake Health Services","11 GLENWOOD Drive, THORNTON, 2322, NSW","NSW",2322,"THORNTON","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","http://www.subee.com.au","kbakewell@subee.com.au","+610249668399","TRUE",-32.7898391,151.6340594
3756,"Acacia Living Group South West Home Care","2 WATTLE Street, BUNBURY, 6230, WA","WA",6230,"BUNBURY","07:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.acacialiving.com.au","southwesthomecare@acacialiving.com.au","+610897917543","TRUE",-33.3350951,115.629873
3757,"KADS TCS Tamworth","454 Peel Street, TAMWORTH, 2340, NSW","NSW",2340,"TAMWORTH","08:00","18:00","TRUE","FALSE","dementia","reablement","respite","FALSE","FALSE","http://http://communityservices.uralla.com/","tcso@uralla.nsw.gov.au","+610267786350","TRUE",-31.0934238,150.9328066
3758,"CentacareCQ Bundaberg Region","79 WOONGARRA Street, BUNDABERG WEST, 4670, QLD","QLD",4670,"BUNDABERG WEST","07:00","17:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.centacarecq.com","ccsintaketeam@centacare.net","+611300523985","TRUE",-24.8685549,152.3431861
3760,"Jack Towney Aboriginal Hostel Home Care Packages","5 Stockings Crescent, GILGANDRA, 2827, NSW","NSW",2827,"GILGANDRA",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","dgordon@gilgandra.nsw.gov.au","+610268178777","TRUE",-31.7044426,148.6454457
3765,"Flexi Care Inc","16 Dividend Street, MANSFIELD, 4122, QLD","QLD",4122,"MANSFIELD","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.flexicareinc.org.au","info@flexicareinc.org.au","+610734228400","TRUE",-27.531822,153.103402
3768,"IUIH Home Support Logan River Valley Indigenous Services Only","79 POINSETTIA Street, INALA, 4077, QLD","QLD",4077,"INALA",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","deanna.horton@iuih.org.au","+610437978921","TRUE",-27.5981755,152.9652238
3772,"Hinterland Community Care Inc","Shannon Crescent, DYSART, 4745, QLD","QLD",4745,"DYSART",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","www.hinterlandccare.com.au","finance@hinterland.net.au","+610749582116","TRUE",-22.5877403,148.3514047
